filename,Ca,K,Mn,N,P,S,Zn
Mn_41b84d9f-07b5-49a9-b928-b9be65ea5e3d___JR_B-Spot-3153_JPG.rf.421d624185e5807a82982f5a1741eb73.jpg,0,0,1,0,0,0,0
Healthy_8984c4c8-d358-405f-909d-f0d7351e44a7___JR_HL-8677_JPG.rf.a64208d45d939a30227f9b0ccbeb5281.jpg,0,0,0,0,0,0,0
Healthy_4e9af7bf-96f5-4973-8470-0db94ef8e375___JR_HL-7896_JPG.rf.17a0cd5ab05f460b7a19dc455715ae51.jpg,0,0,0,0,0,0,0
N_z7405998572889_e68d90b555b1f8ec4d1415663b18eb0f_jpg.rf.dafffa88260daa841f800c2738f94fd0.jpg,0,0,0,1,0,0,0
K_Mn_P_8f9dedbd-e4c2-4bbb-b9c4-efb8d61bddc2___NREC_B-Spot-1882_JPG.rf.69aa13041e11b45f602d975c27c4edea.jpg,0,1,1,0,1,0,0
Mn_P_33763f26-1135-458f-8b2b-34897b8bb647___JR_B-Spot-3323_flipTB_JPG.rf.3e57bef0a012033e04b20fdd11b43ba8.jpg,0,0,1,0,1,0,0
Healthy_6ede0514-f306-48fd-ba90-efb0ac8f28dd___JR_HL-8195_new30degFlipLR_JPG.rf.daa87c6ebdf1e413d8b714b387f896b5.jpg,0,0,0,0,0,0,0
K_P_09ae534a-e931-4f83-8545-cf330dfebae9___NREC_B-Spot-9210_JPG.rf.22f114236b900e06f65a9ff5ee7b95f0.jpg,0,1,0,0,1,0,0
Healthy_1a93f310-cd75-4af6-96d3-690180b4542a___JR_HL-5850_new30degFlipLR_JPG.rf.2ef6a41d5114ac72518924897f43e137.jpg,0,0,0,0,0,0,0
Mn_S_507d59c4-b6a3-4d94-bbfb-fd763b4033ad___JR_B-Spot-3223_180deg_JPG.rf.d8bb7202450d425c70a1d263c709a667.jpg,0,0,1,0,0,1,0
Healthy_9b929dc5-778f-45ee-a872-b66cbf78a9e7___JR_HL-7937_JPG.rf.328eb60b62deff9b08990f8dd03ccc0c.jpg,0,0,0,0,0,0,0
Healthy_002f87b7-e1a5-49e5-a422-bb423630ded5___JR_HL-8068_new30degFlipLR_JPG.rf.63462cd3ffc95c376de7968cd07e15f6.jpg,0,0,0,0,0,0,0
P_a9237458-1c43-42da-8a5a-a3ed8d76a12b___NREC_B-Spot-9093_180deg_JPG.rf.42f9cbf494cd566460cf7a94f0b456a1.jpg,0,0,0,0,1,0,0
K_Mn_29896da5-a228-4e67-8d23-930c40ebb03b___JR_B-Spot-8920_flipTB_JPG.rf.0e8ffacecd4acf200dce470a8f7374cb.jpg,0,1,1,0,0,0,0
Mn_P_99cd2ddf-fb89-41c3-91cc-0697293b3d9f___NREC_B-Spot-1948_JPG.rf.d18fef26ac09570f4931255a01b46447.jpg,0,0,1,0,1,0,0
Healthy_598dad0c-6cea-40e6-9b83-2e0473cebe9b___JR_HL-8051_JPG.rf.6c1933367f2cad3eb6ebbf17764116ea.jpg,0,0,0,0,0,0,0
Healthy_5ff24f92-0f5c-4702-b467-e4010a88ae54___JR_HL-7560_flipTB_JPG.rf.ff12b7852370ea2766419c902a67a9e8.jpg,0,0,0,0,0,0,0
Healthy_4cff9a88-e36d-4c5a-aa11-9812ef5b063a___JR_HL-5940_new30degFlipLR_JPG.rf.3997ad850b6234d236ade5b5ce605ba7.jpg,0,0,0,0,0,0,0
Healthy_91310cb0-97cf-4d2d-88c2-c4ea77de4442___JR_HL-5947_JPG.rf.d73e115ecd2d80aa05d695cc1f02c328.jpg,0,0,0,0,0,0,0
Healthy_16eef738-7632-4755-b430-2167d75ebe9d___JR_HL-8691_JPG.rf.d28d2f45ef6fd0b39bfed84014b483aa.jpg,0,0,0,0,0,0,0
Healthy_1d0430f7-af9b-4e3d-9d4a-47cf676556fe___JR_HL-5938_180deg_JPG.rf.96c4d2299c78dad28375df23e1a34bb7.jpg,0,0,0,0,0,0,0
Mn_P_7882ce4f-9820-4e9f-978f-ccd7d1c75e16___NREC_B-Spot-1968_180deg_JPG.rf.9f1c80cb250159dcd0ba973b18f0d8cb.jpg,0,0,1,0,1,0,0
Healthy_542333a4-cb11-4ee9-ac2a-f512b5d7a023___JR_HL-8783_JPG.rf.0d1f2a85a259e5d5afdae03cd08bec1f.jpg,0,0,0,0,0,0,0
Healthy_1dab0ba9-9982-46ec-9ef6-70a1698baf04___JR_HL-8690_newPixel25_JPG.rf.efa8ebfc4882744eedaccdc1427056db.jpg,0,0,0,0,0,0,0
Healthy_7fddbc3d-a9aa-4fb8-8dd6-321891a00c75___JR_HL-5969_JPG.rf.d969938115121786cea0a4a37f7b6238.jpg,0,0,0,0,0,0,0
Healthy_3da82d3f-34cf-4e0f-9ed4-1a77526dddb4___JR_HL-8611_JPG.rf.7b3110232b8098884f5abb43a8dcde8e.jpg,0,0,0,0,0,0,0
Mn_e87de1b1-6022-49ce-b073-c1c43776328c___JR_B-Spot-8944_180deg_JPG.rf.ac277dbcc89f4123606ad7ff350b5143.jpg,0,0,1,0,0,0,0
Healthy_fe0d5adf-1935-45a9-b2ff-37b00d7421f8___JR_HL-7737_JPG.rf.3370830b7e8c3b8fc0470286013c0188.jpg,0,0,0,0,0,0,0
K_P_01940b6d-7dea-4889-a7b8-a35f4e9bba34___NREC_B-Spot-9120_flipTB_JPG.rf.8c40aee0dc5b02b339a5b6fc6bc4a805.jpg,0,1,0,0,1,0,0
Healthy_3c9b066f-f4c0-4060-8d3b-e303d2262d73___JR_HL-7947_new30degFlipLR_JPG.rf.a6cc659db753001ac0488d07a323d42b.jpg,0,0,0,0,0,0,0
K_Mn_P_b9e58d0f-1b01-43b0-8c50-154b12f5a5f1___JR_B-Spot-8983_flipTB_JPG.rf.87a681b03596aebeb86e2019c6e2699c.jpg,0,1,1,0,1,0,0
Healthy_02a7d2e5-9169-4856-9683-d4fa9894e012___JR_HL-8002_new30degFlipLR_JPG.rf.dfc116ef9b0662dbaaec0ec1e3b5c82c.jpg,0,0,0,0,0,0,0
Healthy_b0c38dd5-62ae-4579-8323-49d1969d7d15___JR_HL-7960_JPG.rf.e92735dde4f1f15751b75e2ad5b20fec.jpg,0,0,0,0,0,0,0
Healthy_ec7ed2b4-40e4-4b95-8728-70472c7fc459___JR_HL-8723_JPG.rf.30d94f20fd88e8951993bf4a38019802.jpg,0,0,0,0,0,0,0
Healthy_14473c6e-c261-43c0-baac-25bb228ce5d9___JR_HL-7811_JPG.rf.79c38fafcd2237fe056c2401192c1ba4.jpg,0,0,0,0,0,0,0
Healthy_96c6b91d-dbd3-4c64-8280-30e72cad1bff___JR_HL-8619_JPG.rf.75159d5ae352d49b6eb0448473ffb1b0.jpg,0,0,0,0,0,0,0
K_Mn_P_c5ae280d-bbc4-4ef5-8c09-38a241b8c00d___NREC_B-Spot-9199_JPG.rf.5660274a0e59d434f00a9f7465847ec9.jpg,0,1,1,0,1,0,0
K_Mn_P_642a8e92-aaea-4f20-8b59-29b541cb2611___NREC_B-Spot-9183_180deg_JPG.rf.a557678da6e7939e3ae428b03eba3844.jpg,0,1,1,0,1,0,0
Healthy_1d6e01ff-affd-4867-895d-fb82b6b0dce3___JR_HL-7952_JPG.rf.78a5690d4e54b1ecf75b4c1d60826d18.jpg,0,0,0,0,0,0,0
Mn_S_7b7b589f-1bb8-43fb-8fa0-b510e200dd99___JR_B-Spot-9061_JPG.rf.f1fc98ae8e060b52654bb58d716b65e3.jpg,0,0,1,0,0,1,0
P_50e6a99b-97a6-4f91-bb0d-b82e11e3f482___NREC_B-Spot-9195_180deg_JPG.rf.9d031eb08ac806135aa15541701bd570.jpg,0,0,0,0,1,0,0
Healthy_4fa781ca-8ec1-4446-82a6-c97751f91f71___JR_HL-8279_flipTB_JPG.rf.a43562c8f8a0903d03afc99d89ec00f6.jpg,0,0,0,0,0,0,0
Healthy_5ff24f92-0f5c-4702-b467-e4010a88ae54___JR_HL-7560_180deg_JPG.rf.77d866793513958308cec183a04c8e9b.jpg,0,0,0,0,0,0,0
K_Mn_e05d9bf6-8d96-4fb5-8ea4-b9bab9e9bb8f___JR_B-Spot-3142_flipTB_JPG.rf.deb91e283eab8cd969cb1083f4c75f69.jpg,0,1,1,0,0,0,0
K_Mn_P_993094d0-de25-4e57-9fa3-4a92b3464e32___NREC_B-Spot-1939_flipTB_JPG.rf.a8d01576bb290589001b5ae247bb1791.jpg,0,1,1,0,1,0,0
Mn_P_9023d324-f287-41ab-801b-27cc9a4ee9d5___JR_B-Spot-8981_flipTB_JPG.rf.3aecc2050635159988a3f5273bc6cca2.jpg,0,0,1,0,1,0,0
Mn_P_d47bf701-9feb-46d5-a4e6-4cf58765898f___NREC_B-Spot-9136_flipTB_JPG.rf.1382d348fefcda29039eb9a3f389e082.jpg,0,0,1,0,1,0,0
K_Mn_S_12342367-f62b-40d0-897b-77bd1edbd3d1___JR_B-Spot-3199_JPG.rf.4dbd2d5d3833dd73541fe0fde1eea15b.jpg,0,1,1,0,0,1,0
Mn_7a0a678b-9bd3-4f13-a650-31566fdb30da___JR_B-Spot-8961_JPG.rf.fecf9c501474d2f5148355249c45f3a1.jpg,0,0,1,0,0,0,0
Healthy_a22de8bb-386c-42bd-8dda-dfda7fb3f866___JR_HL-8003_JPG.rf.d2a1efc90c9eaf7225fa3ca63fb26d58.jpg,0,0,0,0,0,0,0
K_Mn_P_0915c9a9-25b0-4728-be01-86e5cecb57df___NREC_B-Spot-1816_180deg_JPG.rf.40496c281213404ff5f84fee0e2b4a35.jpg,0,1,1,0,1,0,0
K_Mn_S_41fed9b9-d409-4b56-a9d6-3e98f31a4e3a___JR_B-Spot-3275_JPG.rf.b583a3e796ad27de597569cd942e6059.jpg,0,1,1,0,0,1,0
Healthy_4a72152d-9d9e-446a-8757-3ad7b3178dde___JR_HL-8091_new30degFlipLR_JPG.rf.a99be05f865082b3458bc36c2fe62c7c.jpg,0,0,0,0,0,0,0
Healthy_de357e36-5be1-4e18-a590-77436b295089___JR_HL-8430_JPG.rf.5bbab6b1757e77d46633664257772070.jpg,0,0,0,0,0,0,0
K_Mn_e40b2cd1-ef48-4cf7-b69a-8aedf75065fd___NREC_B-Spot-9050_180deg_JPG.rf.85218ddfacce569e1bbf707ea994d1db.jpg,0,1,1,0,0,0,0
Mn_e2baac0d-0b5c-4e1d-90d9-70a8d6a6855b___JR_B-Spot-9015_JPG.rf.7062659c34f5cef819d46b7dad2eb08d.jpg,0,0,1,0,0,0,0
K_Mn_S_41fed9b9-d409-4b56-a9d6-3e98f31a4e3a___JR_B-Spot-3275_JPG.rf.71de81dc62b717b076ad7a0fa75547ef.jpg,0,1,1,0,0,1,0
Mn_P_7cff0c53-dc4b-4d5f-ade4-0fb2177c3ccb___NREC_B-Spot-9079_JPG.rf.c3d88b5301837d2dceb67efa2a601746.jpg,0,0,1,0,1,0,0
K_Mn_P_691e5cbb-f7af-48fd-a5f6-2afce9e7c247___NREC_B-Spot-1867_JPG.rf.29db11e7c74d2a9528b2ba319f9bd96e.jpg,0,1,1,0,1,0,0
Zn_971daa99-7eea-4163-9a1e-3eebd7081f0e___JR_B-Spot-3271_flipTB_JPG.rf.eebb66d8210bae055dbc511d01ba4e54.jpg,0,0,0,0,0,0,1
K_Mn_P_7e08147f-d930-4854-a1de-300e53834534___JR_B-Spot-3127_JPG.rf.2940819235dc110478d763ffce07bbeb.jpg,0,1,1,0,1,0,0
Healthy_a583c3b4-1a4b-4409-b544-ec8f2a531efd___JR_HL-8108_JPG.rf.776c3c4126e009bcb0542e2aa77079b3.jpg,0,0,0,0,0,0,0
Mn_P_cee89941-a2d9-4125-aab6-f0f5002d4c0c___JR_B-Spot-8907_JPG.rf.e237079c015efda3d55b719ae6385418.jpg,0,0,1,0,1,0,0
P_f3cc0f80-ee73-47d4-b084-fd811ebe0206___NREC_B-Spot-1917_flipTB_JPG.rf.bd75a9081179d49b505cbaebef1f72f1.jpg,0,0,0,0,1,0,0
Mn_ecb3abf1-f826-4c7a-9ee6-e4f112a6cb9f___JR_B-Spot-3154_180deg_JPG.rf.24e810993f195f37bdbf13b45487950c.jpg,0,0,1,0,0,0,0
Healthy_03e8ce3f-9bb5-481c-945b-1fa7d5da09e3___JR_HL-7583_flipTB_JPG.rf.884ef6f91ea7d14c5f8f55ba20f6ddd7.jpg,0,0,0,0,0,0,0
Mn_P_7972395e-d2f0-4cf8-a4b5-ac4ca91d4a6e___JR_B-Spot-9075_JPG.rf.8514ea0594dac7615de9196aafbadd4f.jpg,0,0,1,0,1,0,0
Mn_P_cef63924-0e7e-4df3-9b8c-bdc80f3215f2___JR_B-Spot-3376_180deg_JPG.rf.3b3fb8e3d1ac97d5f79a4dbdef1d80db.jpg,0,0,1,0,1,0,0
Healthy_0d4e35c0-f6d6-4810-9522-14e1d491a05d___JR_HL-8673_newPixel25_JPG.rf.8bdaf8d8d996d38b5175c9322a507691.jpg,0,0,0,0,0,0,0
Mn_S_22a8af9b-34c3-447d-bd82-559f7d2206af___JR_B-Spot-3289_JPG.rf.daeddc732b7daa606ac56027af5eafd2.jpg,0,0,1,0,0,1,0
K_Mn_P_7cca52ca-c5bb-4670-aa24-c956c828db39___JR_B-Spot-8982_JPG.rf.58a272ff3d28c676b55a34a996ee4c0c.jpg,0,1,1,0,1,0,0
Healthy_e82c0356-bcb1-4d19-9ce2-a9b9bf9ccb16___JR_HL-8668_JPG.rf.2407c95a6c602b7480d2ba0836f6fd4c.jpg,0,0,0,0,0,0,0
Healthy_9cde7a11-a044-4ca6-b1f1-4507b867f915___JR_HL-8580_JPG.rf.1759f4526b81c89c31c940d72bcc1726.jpg,0,0,0,0,0,0,0
Ca_Mn_234f12c4-f47d-4712-8780-3e1e99bf4c42___JR_B-Spot-3174_JPG.rf.022012ac910c005d2a0170f33287b854.jpg,1,0,1,0,0,0,0
Healthy_2c8d77dd-0173-41d0-9e95-9e11092af9a8___JR_HL-8737_new30degFlipLR_JPG.rf.54beba8025b9fac26c4f9f6dd109ce63.jpg,0,0,0,0,0,0,0
Healthy_9b9bf01f-e632-4bc9-a903-ba708b15d876___JR_HL-7617_JPG.rf.a4efcab181b53e92c90f4427d1a2ead7.jpg,0,0,0,0,0,0,0
Healthy_5fb4892e-0745-4492-b26c-74508c60cb28___JR_HL-7973_newPixel25_JPG.rf.de3b895cc218d6a7dc7c79233334960e.jpg,0,0,0,0,0,0,0
Mn_99a07bbb-44a9-48b2-ae4e-306e4282802c___NREC_B-Spot-9064_180deg_JPG.rf.1730448bb67c14aeb82b383784c554b2.jpg,0,0,1,0,0,0,0
K_Mn_P_7cca52ca-c5bb-4670-aa24-c956c828db39___JR_B-Spot-8982_JPG.rf.39c4a6a9e52dc741260c941a06b5db81.jpg,0,1,1,0,1,0,0
K_Mn_a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B-Spot-8896_JPG.rf.aa635040256cb8894200467052b71070.jpg,0,1,1,0,0,0,0
Healthy_d66b5be2-52c2-41f5-bc30-c82b9f4a9bd5___JR_HL-8274_JPG.rf.2706887130f20049055daabf2aa647ea.jpg,0,0,0,0,0,0,0
Healthy_40b05b00-37a9-42c7-b98f-39ec77a58003___JR_HL-7773_JPG.rf.18e527773803c7e4fe55788182609828.jpg,0,0,0,0,0,0,0
Mn_P_a50c5b48-03df-44af-8dac-62976376a4cd___JR_B-Spot-3247_flipTB_JPG.rf.8d504196a549dd663e2cc75d6599323a.jpg,0,0,1,0,1,0,0
Healthy_6b3bf816-2c6b-4a71-93a3-9815bea001a6___JR_HL-7935_180deg_JPG.rf.5b3f3624bf553e348fecc6632d39a90e.jpg,0,0,0,0,0,0,0
Healthy_6e418c92-e6e2-46c9-b1fb-96f3e87c2bb2___JR_HL-8616_JPG.rf.4fc6f18df7bf969819e682a3b9216418.jpg,0,0,0,0,0,0,0
Healthy_2a42396f-f9a9-47cc-9dd7-7149faf1e0e2___JR_HL-8544_180deg_JPG.rf.fd53d03ca148ddf7c8caad3611a628c9.jpg,0,0,0,0,0,0,0
Healthy_3ba0eff1-bb0f-4624-8693-1890087db1d3___JR_HL-8510_180deg_JPG.rf.48f0a41c30f701c03b42df62f29c18c3.jpg,0,0,0,0,0,0,0
Healthy_95a9e556-6a4e-460b-9149-9d9d8de4ffa5___JR_HL-8015_JPG.rf.6aecda570bf604c4735b754c872aaea9.jpg,0,0,0,0,0,0,0
Healthy_99d7c3a2-731b-4569-b46b-eec506c2e1e9___JR_HL-7820_JPG.rf.de45f61c648bb7fdb4d431e93edae330.jpg,0,0,0,0,0,0,0
Mn_P_2679d7e8-de91-4864-8123-d5652069232e___JR_B-Spot-3375_JPG.rf.a49b60aa3dbf2ac1b013fce6944e4bc8.jpg,0,0,1,0,1,0,0
Healthy_6af0dc26-87c3-4eef-be98-8c6741a8f94d___JR_HL-8735_newPixel25_JPG.rf.f32fd6e875c877c3495b07cbee515eea.jpg,0,0,0,0,0,0,0
Healthy_3e3596ca-16dd-4ccb-883d-0b777fd7a645___JR_HL-8592_180deg_JPG.rf.b49e0a907ce05632a032b1a6b9354feb.jpg,0,0,0,0,0,0,0
K_P_18df58d7-c6ac-48e5-8cb0-596b70252a8e___NREC_B-Spot-9153_JPG.rf.042e1eb4478fa3347890c9c284ea5ef0.jpg,0,1,0,0,1,0,0
Healthy_bde06fef-b8e8-445f-a180-376219cee0bb___JR_HL-5858_JPG.rf.f55bd98c77c0d9e7109815a542a5879b.jpg,0,0,0,0,0,0,0
Healthy_8fc0b784-cf68-4d0c-8634-1d51e9102c18___JR_HL-8823_JPG.rf.fddad5d120e0c0ef890fc222798fa780.jpg,0,0,0,0,0,0,0
Healthy_8fc0b784-cf68-4d0c-8634-1d51e9102c18___JR_HL-8823_JPG.rf.c095e0a821c56c96e0b131bb09902ea3.jpg,0,0,0,0,0,0,0
Healthy_9eb62b6c-4722-42b9-8328-e63f899e0ae2___JR_HL-8711_JPG.rf.6984c15ef49b40e5d90753183a68da40.jpg,0,0,0,0,0,0,0
Mn_P_84f03e83-ac3b-4804-8791-68b2a523b065___NREC_B-Spot-1870_180deg_JPG.rf.9b0d6e5c687b67ba8734e53dd0f89ee8.jpg,0,0,1,0,1,0,0
K_Mn_P_9e501de6-b39a-4a9c-b5f7-f55a246c02b6___NREC_B-Spot-9207_JPG.rf.602118c53b19578984ef662ed5904617.jpg,0,1,1,0,1,0,0
Mn_971daa99-7eea-4163-9a1e-3eebd7081f0e___JR_B-Spot-3271_180deg_JPG.rf.36efee8e6e936e39fd76feb62052079b.jpg,0,0,1,0,0,0,0
Healthy_97cecbac-8471-4dca-b022-05819d2eed35___JR_HL-8885_JPG.rf.7de87095426236c2e42a2a03bf576916.jpg,0,0,0,0,0,0,0
Healthy_0e69c47d-72c6-4fc6-9437-910c95b183dc___JR_HL-8113_JPG.rf.46f933b7e5937c3384c4100d6692c03b.jpg,0,0,0,0,0,0,0
Healthy_6ede0514-f306-48fd-ba90-efb0ac8f28dd___JR_HL-8195_JPG.rf.97e7cc05e5ea7a41017eba566e32cb3f.jpg,0,0,0,0,0,0,0
Mn_P_71ab48ee-43f6-4ac2-b731-1bc6d4a8dfa4___JR_B-Spot-3146_JPG.rf.4bafba2c0ebebde95524e195fc54e146.jpg,0,0,1,0,1,0,0
Ca_K_Mn_P_84d20d35-2bd6-4bab-aa96-d4dcc402dcf0___NREC_B-Spot-9228_JPG.rf.10d2e49b886ac7cb72872f6f3a8fbe6c.jpg,1,1,1,0,1,0,0
P_718cf35c-8f3b-4d29-9c49-0aac5a8b6660___NREC_B-Spot-9098_flipTB_JPG.rf.66e0ca1a6db70750845ac0a33a065c02.jpg,0,0,0,0,1,0,0
Healthy_c704bd05-38e7-488a-9d97-d0cfccf1a5f8___JR_HL-8331_JPG.rf.4542e95e2e740510381a5b0662dd27a1.jpg,0,0,0,0,0,0,0
Healthy_6c88680c-ed4b-45ba-a8d0-90d6ee26d618___JR_HL-7925_180deg_JPG.rf.3e90f7b4bd7b7be27496f7661fd60744.jpg,0,0,0,0,0,0,0
K_Mn_Zn_9cee73cb-272f-4121-b82d-c8c2b3ca71a0___NREC_B-Spot-1813_JPG.rf.a942461da632e0904775f61854840fbb.jpg,0,1,1,0,0,0,1
K_1b73d0ec-bad1-4d2d-878e-6aa209aa39d2___JR_B-Spot-9086_JPG.rf.c35d37c35dbca4955514e37c36250372.jpg,0,1,0,0,0,0,0
Healthy_9eb62b6c-4722-42b9-8328-e63f899e0ae2___JR_HL-8711_JPG.rf.3178e0d8fd533137a9018d848d341f8b.jpg,0,0,0,0,0,0,0
Healthy_619b71a3-585f-43dd-b22a-3c2f3fcccfa7___JR_HL-5904_JPG.rf.16950e218959c0bb0209f93cc35e5de7.jpg,0,0,0,0,0,0,0
Healthy_1b71a13e-9f6d-4321-be6e-8a7410b76f0e___JR_HL-7724_newPixel25_JPG.rf.7269ecae38358baa157057f014f3a4dc.jpg,0,0,0,0,0,0,0
Healthy_3b8c55fd-ddd6-4ab6-94e8-3be93b1728eb___JR_HL-5963_flipTB_JPG.rf.b94789da1a6c1f4725fe66dfb1fc5287.jpg,0,0,0,0,0,0,0
Healthy_1dab0ba9-9982-46ec-9ef6-70a1698baf04___JR_HL-8690_flipTB_JPG.rf.456923ec8015e1d4e1473752970ab554.jpg,0,0,0,0,0,0,0
Healthy_88bf85cd-2b1a-46e1-a809-9a1180dfe571___JR_HL-8617_JPG.rf.795512921be11bcd438b89f679a9f501.jpg,0,0,0,0,0,0,0
P_d598dca9-3560-44d7-ac84-7dc1eeb72655___NREC_B-Spot-9121_flipTB_JPG.rf.012e947c0b027105a768589c56a7f0df.jpg,0,0,0,0,1,0,0
Healthy_4f770d4f-fd8b-4987-8a9b-e813e0c7a61b___JR_HL-8093_new30degFlipLR_JPG.rf.eae01df4f10ec7ac4eaf36d3db17c449.jpg,0,0,0,0,0,0,0
Mn_P_ecb08896-f188-47f5-88c4-81a32a103fb0___NREC_B-Spot-9135_180deg_JPG.rf.193a075feaef3fdd274b7a2652bb2360.jpg,0,0,1,0,1,0,0
Healthy_5bf67b4a-9506-4696-888e-d607a10d7cfb___JR_HL-8506_newPixel25_JPG.rf.6429c66469cdec50015557f65b216065.jpg,0,0,0,0,0,0,0
Healthy_03a4f6f6-9c17-4310-921b-5dbf97df630a___JR_HL-8571_JPG.rf.c45c3a9b5293b7c15060a4aa90fb2bec.jpg,0,0,0,0,0,0,0
Healthy_5a204a79-b860-4364-a3c3-df8f67751eb8___JR_HL-8748_flipTB_JPG.rf.63d9166c9e568b735f74be62c6830575.jpg,0,0,0,0,0,0,0
Healthy_031f6e91-afc0-48c2-8989-a2ce770549d5___JR_HL-7911_JPG.rf.0178f8dc8e54764a9bc7d30c351d3180.jpg,0,0,0,0,0,0,0
Healthy_1b574484-60cd-4ae4-83ed-511a5ae07ea8___JR_HL-7849_new30degFlipLR_JPG.rf.0f4799ca866119f54db3b4a9cac281ec.jpg,0,0,0,0,0,0,0
Mn_c1fbd9ca-229b-4171-8e0c-272c703516a6___JR_B-Spot-3301_flipTB_JPG.rf.bd296c92069361e273a716dc1d0ca781.jpg,0,0,1,0,0,0,0
K_Mn_P_113d374f-8b12-454c-84cc-ee91043bc988___NREC_B-Spot-9146_flipTB_JPG.rf.46c52a749337c76118c1704e64f7daf7.jpg,0,1,1,0,1,0,0
Healthy_7f334096-8aa3-48d9-a460-a3406a66da97___JR_HL-8490_JPG.rf.2221c18fa7c2a4e8e28a2b736419df4a.jpg,0,0,0,0,0,0,0
Mn_P_0a0dbf1f-1131-496f-b337-169ec6693e6f___NREC_B-Spot-9241_JPG.rf.7bb60a9580e02263e6233c5a94bde758.jpg,0,0,1,0,1,0,0
Mn_Zn_02baf62e-11e2-4dde-97fb-e369b57d55d3___JR_B-Spot-8971_JPG.rf.de29082d58cbeb0372e864f6143806ea.jpg,0,0,1,0,0,0,1
Mn_7972395e-d2f0-4cf8-a4b5-ac4ca91d4a6e___JR_B-Spot-9075_180deg_JPG.rf.2165e31dd33a3abd4618a4f5f3dbb60d.jpg,0,0,1,0,0,0,0
Healthy_8b18cc78-f251-4249-a787-52d80a008df2___JR_HL-8322_JPG.rf.43d1e6018011f053cd3eab83b8f4eba9.jpg,0,0,0,0,0,0,0
Healthy_ddb5f9d9-fd75-40e0-9c14-b09f38fb5cdc___JR_HL-5864_JPG.rf.597e5c952eb1f34c505abc5bb6eea038.jpg,0,0,0,0,0,0,0
Mn_P_a6f6100d-4655-4b8c-82e0-d9c827d4350b___JR_B-Spot-3377_flipTB_JPG.rf.ceb5ea869e234361c4b3fb2bd6028c37.jpg,0,0,1,0,1,0,0
Healthy_4d5c943b-7c66-4f5d-85e3-d8e2f8c3e096___JR_HL-7727_flipTB_JPG.rf.64edb7541969135bbef24d4bc8abf8d1.jpg,0,0,0,0,0,0,0
Healthy_3f3b903c-cfeb-4574-8be7-1580296d7c2f___JR_HL-5865_180deg_JPG.rf.dc1ae1e207560edaf406d1d218da0d2c.jpg,0,0,0,0,0,0,0
Healthy_1b09df7a-eb13-4192-b211-900898ab21b4___JR_HL-8533_new30degFlipLR_JPG.rf.84be8214281991bb77dc6ba4807b656a.jpg,0,0,0,0,0,0,0
P_aec9d65a-57ec-4b2d-b22e-f80ca8cffbaf___NREC_B-Spot-9059_flipTB_JPG.rf.4ad0dfc1c0a7d3595ca271a3af5cea9d.jpg,0,0,0,0,1,0,0
Healthy_5f6fca00-3b9a-4f8d-bc53-36ada4085c0a___JR_HL-5832_180deg_JPG.rf.250b7b2d7db0947a7e62939eadf9a676.jpg,0,0,0,0,0,0,0
Ca_K_Mn_P_178e960f-3250-4378-9783-765b65e54217___NREC_B-Spot-1881_flipTB_JPG.rf.217081b42d6a5344eae06f58e62cc8a4.jpg,1,1,1,0,1,0,0
Healthy_ea5402e9-f5e9-450c-bef6-f9d0bb544e68___JR_HL-5873_JPG.rf.4ee6e65aa5da5d7b9d48047960e77381.jpg,0,0,0,0,0,0,0
Healthy_ba1efeef-5033-4193-bb7a-8b0c4da81cb8___JR_HL-8084_JPG.rf.2fe79f38b6053e2ebe8d1635a8191380.jpg,0,0,0,0,0,0,0
Healthy_6bd5ef2c-da52-4962-b933-528eaa9afa6c___JR_HL-7757_new30degFlipLR_JPG.rf.e4298edae7e293feaa18a512dee50617.jpg,0,0,0,0,0,0,0
Healthy_5a91d465-2042-46de-8940-dfde77038e60___JR_HL-8793_flipTB_JPG.rf.c0e49cc24fbea352f15d665448dcc90b.jpg,0,0,0,0,0,0,0
Mn_P_61fe0fde-0e1a-4977-adee-e9b66caaf809___NREC_B-Spot-1855_180deg_JPG.rf.f755007a2c92a98fa713ba7e5819c02b.jpg,0,0,1,0,1,0,0
Mn_P_0495b4d4-66a4-438c-862d-c483f08e4a95___JR_B-Spot-3288_180deg_JPG.rf.a6b6d82d773186057af73bd2a24aa53d.jpg,0,0,1,0,1,0,0
Mn_P_97fa8b63-1a92-4760-802c-2acfecc67e65___JR_B-Spot-8827_180deg_JPG.rf.157b8f7b0f75f023fe0f8ca43dcabcec.jpg,0,0,1,0,1,0,0
Healthy_8132d8e7-0e12-4509-8a2a-e61540e0f2cf___JR_HL-8244_JPG.rf.48d344df735ff76ae5eb4939834f45dc.jpg,0,0,0,0,0,0,0
Mn_bde95d13-80fa-4993-a13e-6ca4f7f1c9ef___JR_B-Spot-8867_flipTB_JPG.rf.f3c3b71540c8cc859355320b6dc0c6d0.jpg,0,0,1,0,0,0,0
Mn_P_024623ab-be81-4d99-a653-c3be1495ce8e___JR_B-Spot-8889_JPG.rf.ea6db1ed47853c54ca0cf7816b7eeaff.jpg,0,0,1,0,1,0,0
Mn_83876bfd-572a-461f-b801-303483f2a21a___JR_B-Spot-8880_flipTB_JPG.rf.849762922026bf473b121932b40d9b65.jpg,0,0,1,0,0,0,0
